featured_snippet,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_videos,n_images,n_ad,n_local_results,n_map_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,1,1,0,2.903,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.355681316254417,0.3200088339222615,0.0,0.0,0.0,0.0330112632508833,0.0,0.0856669611307419,0.0,0.0,0.0,0.1665028710247349,0.0,0.0,0.0,0.0391287544169611,0.0,0.0,0.0,1,1,0,2.0261726128004955,3.405886371148287,616
1,0,0,0,2.3000000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0.0415866880670836,0.4753316518719905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797045432211997,0.0,0.0,0.0762553637524976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.3863882660084474,7.087187666142064,616
1,1,1,0,7.585000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1283894002423924,0.0,0.0,0.0,0.0,0.0,0.0762553637524976,0.0,0.0,0.0,0.5084739100527368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.7087401135079627,5.16652731405323,616
1,1,1,0,7.644,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1420223394149824,0.0,0.0,0.0,0.0,0.0,0.0762553637524976,0.0,0.0,0.0,0.4948409708801468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.029699368728569,7.233048837783705,616
1,0,0,0,3.2470000000000003,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.1948831618673422,0.0,0.0,0.0,0.0,0.0,0.0752210101845629,0.0,0.0,0.0,0.4881287804373676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.407935608601872,7.560320019659657,616
1,0,0,0,2.202,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2532411805168855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5710963346326443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.108892598075666,2.0550207671381537,616
1,0,0,0,2.044,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1420223394149824,0.0,0.0,0.0,0.0,0.0,0.0762553637524976,0.0,0.0,0.0,0.4948409708801468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.1537315878891894,6.4935510961538245,616
1,0,0,0,3.4810000000000003,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.1400959003256992,0.0,0.0,0.0,0.0,0.0,0.0752210101845629,0.0,0.0,0.0,0.4881287804373675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.6366638986876918,6.551887152335925,616
1,0,0,0,3.0540000000000003,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0705012353587115,0.0729090409956075,0.0,0.3360633235724745,0.0,0.0,0.0,0.0,0.508521687408492,0.0,0.0,0.0120047126647144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.6178846960593984,9.77101405728366,616
1,0,0,0,30.450000000000006,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0724743083003952,0.0,0.6965770750988144,0.2309486166007903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.2584609896100056,7.198512617950846,552
1,0,0,0,13.344,0,0,1,0,0,1,0,0,0,0,0,0,0.090468334399515,0.1760546782936601,0.0,0.0,0.0,0.0,0.0,0.1188242820107067,0.47453621090199,0.0,0.0,0.0,0.0,0.0,0.0,0.0617352951079088,0.0,0.0,0.0,0.0,0,0,0,0.6360475885193725,6.399665908259028,616
1,0,0,0,29.89,0,0,1,0,0,0,0,0,0,0,0,0,0.0600609256772249,0.4924235972354155,0.2128664548462117,0.0,0.0370860493301451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1156015591732451,0.0,0.0,0.0,0.0819614137377575,0.0,0.0,0.0,0,0,0,1.5310438450060884,3.305053521109253,616
1,0,0,0,117.718,0,0,1,0,0,0,0,0,0,0,0,0,0.1526876085033902,0.1064889121818598,0.0271217530872284,0.0,0.3797045432211997,0.0,0.0819614137377575,0.0,0.2520357692685642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.194225452871056,6.444118538018604,616
1,1,0,1,9.663,0,0,1,1,0,1,1,0,1,0,0,0,0.0,0.4563760726624316,0.0146202496378021,0.0,0.0,0.0,0.0416457706452691,0.0394307923771314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4037111334002007,0.0,0,0,0,0.7347688552507647,7.637041023904753,616
1,1,1,0,14.95,0,0,1,0,0,0,1,0,0,0,0,0,0.3291461281602799,0.0,0.0,0.0,0.0,0.05955977557186,0.0,0.0710480884991935,0.0,0.4741441973513845,0.0,0.0,0.0,0.0,0.0,0.0,0.0339538423097017,0.0,0.0,0.0,1,1,0,4.350342450407258,5.185797953691731,1232
1,1,1,0,5.296,0,1,0,0,0,0,1,0,0,0,0,0,0.4304544963834611,0.4818039512037136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382543452445211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.2863496272180024,6.127510899568153,616
1,0,0,0,5.939,0,0,1,0,0,0,0,0,0,0,0,0,0.0391693144223525,0.0370860493301451,0.1156015591732451,0.0,0.0,0.171279766779128,0.0,0.0,0.0,0.0,0.0,0.0,0.0600609256772249,0.0,0.0,0.0819614137377575,0.0,0.0,0.0,0.4677192177929182,0,0,0,1.45558718761584,4.122008366204574,616
1,0,0,0,1.915,0,1,1,1,1,1,1,0,0,0,0,0,0.4918306102034011,0.2988341792943326,0.0,0.0,0.0,0.0,0.0,0.056611463080286,0.0,0.1089622466748175,0.0437615007471626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.715422955431624,3.81913987794809,552
1,0,0,0,12.705,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5556077665378839,10.104436781931376,667
1,0,0,0,6.254,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.7640910079707276,0.0585003430369084,0.0,0.0,0.0315761290934343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.118077641238351,7.029901227721222,1260
1,1,0,1,5.535,0,1,1,1,0,1,0,0,0,0,0,0,0.4526323589344597,0.1089622466748175,0.364251046645178,0.0,0.0,0.0,0.0,0.0349560964766033,0.0,0.0391982512689414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6343256279418794,6.391446315817645,616
1,0,0,0,1.705,0,0,0,0,0,0,0,0,0,0,0,0,0.5000828180212016,0.1588228798586572,0.0,0.0,0.0,0.0312555212014134,0.0330112632508833,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.266102863230883,6.0063925676922185,616
1,1,1,0,8.18,0,1,1,0,0,1,0,0,0,0,0,0,0.3355156903947346,0.0239654064567667,0.0,0.0,0.0,0.0,0.5648831541716595,0.0410248395070304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346109094698087,0.0,0.0,0.0,1,1,0,2.204310523725705,6.833220292593889,616
1,1,1,0,17.804000000000006,0,1,1,0,0,0,0,0,0,0,0,0,0.3400510428584001,0.0,0.0,0.0,0.0,0.0,0.3027076182932909,0.3572413388483088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.4997952622817508,8.74630847638239,642
1,0,0,0,11.725,0,0,1,0,0,1,1,0,0,0,0,0,0.0356712446454353,0.0793967091054445,0.0,0.0378727313947521,0.1945839846313554,0.0,0.0337740284224468,0.2306251267793859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457945040390422,0.0,1,1,0,3.101262774763456,11.087716585033869,1362
1,1,1,0,8.801,0,0,1,0,0,1,0,0,0,0,0,0,0.0370860493301451,0.0819614137377575,0.0,0.0415866880670836,0.1984015198663565,0.0,0.0391693144223525,0.1156015591732451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797045432211997,0.0,0,0,0,5.067349535232038,10.88253886344508,841
1,0,0,0,18.75,0,0,0,0,0,1,0,0,0,0,0,0,0.331632069210171,0.0405499736799944,0.0,0.0,0.0,0.0,0.3545361957292929,0.1866145606847779,0.0,0.0,0.0524569152953562,0.0,0.0,0.0,0.0,0.0342102854004073,0.0,0.0,0.0,0.0,1,1,0,1.0629851110249586,4.608484686955921,616
1,0,0,0,3.032,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.7428412329260705,0.0600609256772249,0.0,0.1555111533296209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.81570807580872,6.261048838187564,616
1,1,1,0,10.101,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.3739958057751251,0.0,0.4050459751572834,0.1366478464268429,0.0,0.0,0.0843103726407484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.936938519440536,7.605456076075523,374
1,1,1,0,6.854,0,0,1,0,0,0,0,0,0,0,0,0,0.3723691311386941,0.1058103975535168,0.0,0.0,0.0,0.1567728008634646,0.0,0.0,0.0,0.1955687473766265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.1386534013116822,3.462386549974578,616
1,1,1,0,10.438,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0,0.1696350100811662,0.0267538644470867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578129038928813,0.0,0.0,0.0,0.0,0,0,0,1.1045943603456572,6.280457634803601,709
1,0,0,0,10.33,0,0,1,0,0,1,1,1,0,0,0,0,0.0,0.0,0.1642760588765394,0.0177167818163611,0.0,0.0,0.0,0.0259086812856713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7338727846200063,0.0,0.0,0.0,0.0,1,1,0,1.9058319254879028,6.408009710726343,709
1,1,1,0,6.7250000000000005,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0,0.1696350100811662,0.0267538644470867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578129038928813,0.0,0.0,0.0,0.0,0,0,0,1.5886227727201805,5.985152165884243,709
1,0,0,0,1.608,0,0,1,0,0,1,0,0,0,0,0,0,0.3797045432211997,0.0,0.0415866880670836,0.0,0.0,0.0,0.0,0.0391693144223525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642078024173735,0.0,0.0,0.0,0.0,0,0,0,3.061754069095988,4.365401703150309,619
1,1,1,0,6.933000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.1800739840989399,0.4504472173144878,0.0350485865724381,0.0,0.1834805653710247,0.0,0.0,0.0,0.0,0.0,0.119694125441696,0.0,0.0,0.0,0.0,0.0,0.0312555212014134,0.0,0.0,0.0,1,1,0,1.8146618624453592,3.355781518131673,619
1,0,0,0,16.912000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0.0415866880670836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1156015591732451,0.0,0.0,0.0,0.0,0.0,0.0,0.4631072095384714,0.0,0.0,0.3797045432211997,0.0,1,1,0,1.7089211909190507,11.28107791855368,619
1,0,0,0,1.411,0,1,1,0,0,0,0,0,0,0,0,0,0.5044958707453241,0.2474465512362036,0.0,0.0,0.0,0.1220059687668835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.835616852291832,11.340430314519434,1573
1,0,0,0,100.079,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0292850901457533,0.0328991929020882,0.0,0.0,0.0,0.0,0.0,0.2155277158767171,0.0596766437963071,0.0,0.0,0.6626113572791342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.908235843173568,7.080575170923946,1594
1,0,0,0,300.0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1156015591732451,0.0464279865046349,0.0,0.0,0.5246683481280094,0.2313406924563529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.6727882279348625,7.536545255298943,944
1,0,0,0,10.244000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0.0415866880670836,0.0,0.0271217530872284,0.0,0.0,0.0,0.0,0.0,0.171279766779128,0.0,0.0,0.0,0.0,0.0,0.0,0.6073241835631696,0.0,0.0,0.0,0.0,1,1,0,2.7166795278002644,5.818841804390988,619
1,1,1,0,12.512,0,0,1,0,0,0,1,0,0,0,0,0,0.1064889121818598,0.1571882472403288,0.0762553637524976,0.0,0.0,0.6329457237380852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.9119100703585168,2.929752714620016,619
1,1,1,0,6.766,0,0,1,0,0,0,1,0,0,0,0,0,0.1064889121818598,0.1571882472403288,0.0762553637524976,0.0,0.0,0.6329457237380852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.23953879127641,7.606036756453175,619
1,0,0,0,9.027,0,1,1,0,0,1,1,0,0,0,0,0,0.2567145609489468,0.0,0.0,0.0,0.3883966588755413,0.0,0.0,0.1579061803554927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.7966713927557385,11.911320498900722,1557
1,1,1,0,5.3900000000000015,0,0,1,0,0,1,1,0,0,0,0,0,0.3314852103680814,0.0,0.0,0.0,0.4133678415448374,0.0,0.0395301231028385,0.0697843050853129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.925861412046818,7.69171115923384,619
1,0,0,0,7.9060000000000015,0,0,1,0,0,0,0,0,0,0,0,0,0.0546971016740844,0.0,0.0337740284224468,0.0,0.1945839846313554,0.7169448852721132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.845931948116448,7.153089192917617,619
1,1,1,0,17.567999999999998,0,0,1,0,0,1,1,0,0,0,0,0,0.0819614137377575,0.0,0.0,0.0,0.0,0.830855907497789,0.0,0.0871826787644534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.861857964997663,6.545993131423406,619
1,0,0,0,9.693,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.171279766779128,0.0,0.0,0.1526876085033902,0.3797045432211997,0.1691440925022109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391693144223525,0.0,0.0464279865046349,0.0,0.0,1,1,0,3.232186838927873,5.839719720892627,619
1,1,1,0,5.3580000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0.0992302400995774,0.0,0.0,0.0,0.0,0.7130138556782077,0.0,0.0,0.0,0.0786727373972288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819614137377575,0.0,0.0,1,1,0,1.83513819253,4.925745301741898,619
1,1,1,0,7.452000000000001,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0422816709821375,0.0,0.5782512200651497,0.191654635054351,0.0,0.0,0.0,0.0,0.0,0.0337740284224468,0.0546971016740844,0.0,0.02469960743136,0.0,0.0,0.0,1,1,0,2.2469666692310333,4.734047012908977,619
1,0,0,0,4.11,0,1,1,0,0,0,0,0,0,0,0,0,0.0570442461366251,0.0001430303784086,0.0,0.0,0.0,0.000715151892043,0.0,0.0001865613631416,0.3188333696091537,0.0169459904853703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.7992125857982826,4.914432716223195,1683
1,0,0,0,115.798,0,0,1,1,1,1,0,0,0,0,0,0,0.0,0.5048052671230633,0.0,0.0,0.0,0.0,0.3469422516295981,0.0391693144223525,0.0271217530872284,0.0,0.0819614137377575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.980770908413831,4.018363041199473,1753
1,1,1,0,11.422,0,1,0,1,1,0,0,0,0,0,0,0,0.3277989728139549,0.4265714800320928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682844028184849,0.1426980826224354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.639706869258327,9.04274800610204,621
1,0,0,0,7.027,0,0,1,0,0,0,0,0,0,0,0,0,0.5901536244226803,0.0735497395918633,0.0,0.0,0.0,0.2127485341806151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415866880670836,0.0,0.0,0.0,0.0,0,0,0,1.2357621268153434,4.431399962103894,622
1,0,0,0,3.4410000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0.5901536244226803,0.0735497395918633,0.0,0.0,0.0,0.2127485341806151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415866880670836,0.0,0.0,0.0,0.0,1,0,1,2.8079558660770725,6.01135785656692,622
1,1,1,0,21.63000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.3355156903947346,0.3243376227937642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401466868115011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.608892629568992,3.5278887680218105,621
1,1,1,0,18.411,0,0,1,0,0,0,0,0,1,0,0,0,0.1379160618804818,0.3595221258699618,0.2023087324922153,0.0,0.0,0.0744910491644645,0.0,0.0,0.0,0.1870619176994554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.976549454137217,7.200348770644744,622
1,0,0,0,7.83,0,1,0,0,0,0,0,0,0,0,0,0,0.1850517686484479,0.530976590855752,0.0,0.0,0.0,0.2126580758545783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.154443964708812,11.145252954589935,622
1,0,0,0,2.943,0,1,1,1,0,0,0,0,0,0,0,0,0.0637911960688465,0.0384560961177287,0.0,0.0,0.0,0.0,0.0,0.0408294527772774,0.8302953510509663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.231411273539521,6.7912765173904255,642
1,1,1,0,11.348,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6003996200334109,0.3260506403747256,0.0,0.0,0.0,0.0464279865046349,0.0,0,0,0,1.077388652216483,5.666416307435716,622
1,1,1,0,25.672,0,1,1,0,0,0,0,0,0,0,0,0,0.7465986953900127,0.0,0.0,0.0,0.0,0.0675711231705311,0.0,0.0,0.0,0.0967275119223812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.185095748556247,5.805887697593355,622
1,1,1,0,9.868,0,0,1,0,0,0,1,0,0,0,0,0,0.5243156255607848,0.1021482034628275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061551731124346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.741044868094616,5.770743060226149,622
1,1,1,0,53.541,0,0,0,0,0,0,1,0,0,0,0,0,0.5392115724381626,0.1443518109540636,0.0,0.0,0.0506183745583038,0.0642667844522968,0.0,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.168800761012451,9.973409059374436,622
1,0,0,0,1.977,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0391693144223525,0.0,0.0370860493301451,0.0,0.0,0.0819614137377575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600609256772249,0.0,0.0,0.0,1,1,0,2.7955725586301567,6.34548898154775,622
1,1,1,0,21.81600000000001,0,0,1,1,0,0,0,0,0,0,0,0,0.1938561218036678,0.1878124738983616,0.0,0.0,0.0,0.0422816709821375,0.0,0.0,0.0,0.3457945040390422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356712446454353,0.0,0.0,1,1,0,3.256787989938062,6.367059621213689,1538
1,0,0,0,36.438,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0591579286981771,0.0,0.0,0.0,0.0,0.2514147443135989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365284723342474,0.0,0.0843103726407484,0.0,0,0,0,2.6744244734525497,5.028357327083873,622
1,0,0,0,4.227,0,1,1,1,0,1,0,0,0,0,0,0,0.7316241735058789,0.0266279039851809,0.116879775656693,0.0,0.0,0.0,0.0,0.0408294527772774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384560961177287,0.0,0.0,0.0,0.0,0,0,0,1.4107430415222006,8.084980022230049,1237
1,0,0,0,1.3310000000000002,0,1,1,1,0,1,0,0,0,0,0,0,0.7370526640767708,0.0408294527772774,0.1134966168411845,0.0,0.0,0.0,0.0,0.0364107643623453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455825979572409,0.0,0.0,0.0,0.0,0,0,0,0.0563803334361076,5.045777187341312,959
1,0,0,0,17.083000000000002,0,1,1,0,0,1,0,0,0,0,0,0,0.2291286114898762,0.0,0.0266279039851809,0.0,0.0,0.1681610023411973,0.0,0.0804690112943476,0.0,0.0864120507345184,0.0,0.0,0.372790655792534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.7271336155784764,6.815238593736125,770
1,1,1,0,7.779000000000001,0,0,0,1,1,1,0,0,0,0,0,0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134275618374558,0.0,0.0,0.7515238515901062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.415560404497923,9.73388559753349,1264
