direct_answer,click,organic_click_3p,organic_click_1p,time_elapsed,n_featured_snippet,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_videos,n_images,n_ad,n_local_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,1,1,0,12.745,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0203285102756308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708989482247662,0.0,0.0,0.8087725414996029,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.040131860850676,7.6087545510258785,50
1,1,1,0,6.327999999999999,0,1,1,1,1,1,0,0,0,0,0,0.4046622891122864,0.16126251767486,0.0,0.0,0.0,0.0,0.2083502818292751,0.1708989482247662,0.0,0.0,0.0548259631588122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.310250999959332,8.53281631241768,1149
1,1,1,0,35.32700000000001,0,1,1,1,0,1,0,0,0,0,0,0.2229109294136705,0.0352974277212696,0.0,0.1023881182378568,0.0604233986136807,0.0,0.4072163630007931,0.153867796639071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.9722738384863057,11.42128973210967,672
1,0,0,0,7.106000000000001,0,1,1,1,0,1,0,0,0,0,0,0.2080614356199268,0.1014483526977558,0.0,0.0,0.0,0.0,0.4992917396148336,0.1436176985516473,0.0,0.0,0.0475807735158363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.0356202621309865,11.104378502824638,1521
1,0,0,0,53.93400000000001,0,1,1,1,0,1,0,0,0,0,0,0.2331169641742605,0.0566007454036413,0.0,0.0,0.0,0.0817447438343706,0.4315048950550138,0.1151274140913386,0.0,0.0,0.0819052374413751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,9.280671520903606,1743
1,0,0,0,136.651,0,1,1,0,0,1,0,0,0,0,0,0.4793688952636843,0.0630195654589345,0.0603933293603095,0.0,0.0,0.1263724608842335,0.0,0.0926051252007555,0.0,0.1782406238320826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8915881192337832,7.581664592738669,1088
1,0,0,0,18.77,0,0,1,0,0,0,0,0,0,0,0,0.48382060189703,0.094168390647566,0.2551329091689764,0.0,0.0,0.062775674304227,0.0,0.0,0.0,0.0552422030524221,0.0,0.0,0.0002732347086146,0.0,0.0204828447636518,0.0,0.0,0.0,0.0,0.0,0,0,0,1.951892220732861,3.906367040571989,1207
1,0,0,0,4.945,0,1,1,1,0,0,0,0,0,0,0,0.4756416601852508,0.1271401298976774,0.0926051252007555,0.0,0.0,0.1263724608842335,0.0,0.0,0.0,0.1782406238320825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.3123786781697224,5.690882965916599,1497
1,0,0,0,126.881,0,1,1,0,0,0,0,0,0,0,0,0.4825809840304644,0.1202008060524639,0.0926051252007555,0.0,0.0,0.1263724608842335,0.0,0.0,0.0,0.1782406238320826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,10.561803559800907,1073
1,1,0,1,6.727,0,0,0,1,0,1,0,0,0,0,0,0.0,0.4858151997401753,0.0,0.0,0.0,0.0,0.20082007145177,0.2648181227671323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.315131012557341,13.423670775083234,465
1,1,1,0,39.197,0,0,0,0,0,0,0,0,0,0,0,0.046967792615868,0.4144540455616652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385781618224668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9017860456712732,6.397922495520392,648
1,0,0,0,40.253,0,0,0,0,0,0,0,0,0,0,0,0.09827965435978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048860958366065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.741484977188448,5.97208293117408,797
1,1,1,0,13.595,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955530243519246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.315007612992603,11.154356199365193,1144
1,0,0,0,300.0,0,1,0,1,0,0,0,0,0,0,0,0.0217550007300334,0.9782449992699666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1177830356563834,1.4300719834657785,824
1,0,0,0,1.125,0,1,0,1,0,0,0,0,0,0,0,0.0217550007300334,0.9782449992699666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.245296355955343,2.1730457216390606,824
1,1,1,0,16.69,0,1,0,1,0,0,0,0,0,0,0,0.0652787115820058,0.934721288417994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.304782676537533,11.121021502454472,1689
1,1,1,0,11.864,0,1,0,1,0,0,0,0,0,0,0,0.0652787115820058,0.934721288417994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.814809737673744,5.062354497771568,1689
1,0,0,0,27.688,0,1,1,1,0,1,0,0,0,0,0,0.2195121951219512,0.150111246379245,0.0,0.0,0.0,0.0,0.3032450358926997,0.3271315226061039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.6152211571898276,8.989263184261437,1726
1,0,0,0,6.58,0,1,1,1,0,1,0,0,0,0,0,0.1481549892951598,0.4933462071281644,0.0,0.0,0.0501994038873263,0.0,0.1826539607908985,0.1256454388984509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.4752205703142922,5.85190358453503,1399
1,1,1,0,22.477,0,1,1,1,0,1,0,0,0,0,0,0.1115974771721735,0.7902585584737519,0.0,0.0,0.0,0.0,0.0,0.0981439643540745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3541718137206139,10.052877216693432,1319
1,1,1,0,5.072,0,1,1,1,0,1,0,0,0,0,0,0.590127600799814,0.3475575970255923,0.0,0.0,0.0,0.0,0.0,0.0454592906070072,0.0,0.0168555115675865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.2421352654202849,11.13669806872466,1611
1,0,0,0,61.277,0,1,1,0,0,1,0,0,0,0,0,0.2971409819926986,0.0,0.0,0.0,0.1809549202182207,0.0,0.2320644817260757,0.0726752532917675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591123507937158,0.0,0.0,0.0,0.0,0,0,0,3.201281956467153,7.887105313489415,708
1,1,1,0,12.038,0,1,1,1,1,1,0,0,0,0,0,0.1037121161880761,0.3690148550964918,0.0,0.0,0.0,0.0,0.1991677166920883,0.2754824590490086,0.0,0.0,0.052622852974335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.460503487559563,10.95094602831676,1527
1,0,0,0,29.092,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.943196155807898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7943490610689127,8.772314054910886,1010
1,0,0,0,1.1820000000000002,0,1,1,0,0,0,0,0,0,0,0,0.3852896280228167,0.1049730858841487,0.0510002410219329,0.1417691009881899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.951100949408397,5.034885532430799,1066
1,0,0,0,39.12300000000001,0,1,1,1,0,0,0,0,0,0,0,0.3533313525363571,0.0648684242224701,0.0509760778613816,0.1004665579905082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.0451088625993306,7.261126070215496,1066
1,1,1,0,39.988,0,0,1,0,0,0,0,0,0,0,0,0.2024921474623904,0.0947264010580261,0.12026781286163,0.0,0.0,0.0655893536121672,0.0,0.0,0.0,0.0427756653992394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.6817585740137264,11.225028169359604,1640
1,1,0,1,20.038,0,1,1,1,0,1,0,0,0,0,0,0.117999953674035,0.6093485797231252,0.0707860744149416,0.0,0.0,0.0,0.0,0.2018653921878981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.1728180349349806,10.1437593346046,901
1,0,0,0,5.1960000000000015,0,1,1,0,1,0,0,0,0,0,0,0.099023349071858,0.0644524933704158,0.0,0.0,0.0610245132915076,0.1902205549446996,0.3515835543194706,0.0,0.0,0.0,0.2336955350020481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.911479174876933,8.121575438562406,713
1,1,1,0,13.063,0,1,1,1,0,1,0,0,0,0,0,0.1467674726152157,0.7014580266320668,0.0,0.0,0.0,0.0,0.0470843626019911,0.0344337150984354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174580599013564,0.0,0.0,0.0,0.0,1,1,0,2.14780087919318,10.988118387950426,992
1,0,0,0,58.94600000000001,0,1,1,0,0,0,0,0,0,0,0,0.0522167927064684,0.0133727486445676,0.0451513433273233,0.0,0.0,0.2049362580513629,0.0,0.0,0.0,0.6843228572702776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.030471807357888,7.9339692613896835,288
1,1,1,0,18.495,0,1,1,1,0,1,0,0,0,0,0,0.1067326252280948,0.4745008279979327,0.0,0.0,0.0,0.0,0.0,0.0747518643138164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.865581081982074,10.049788762869069,1448
1,1,1,0,84.75200000000002,0,1,1,1,0,1,0,0,0,0,0,0.1182696400035333,0.4820644187297736,0.0,0.0,0.0,0.0,0.0,0.0480129126548836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.979297967090566,10.74930206330406,1172
1,0,0,0,115.117,0,1,1,0,0,0,0,0,1,0,0,0.0188150939446273,0.0,0.8473596064269643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091310340015003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246942656269079,0.0,0,0,0,1.5898472626690965,6.981186951067943,1671
1,0,0,0,2.276,0,1,1,1,0,1,0,0,0,0,0,0.1467674726152157,0.7014580266320668,0.0,0.0,0.0,0.0,0.0470843626019911,0.0344337150984354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174580599013564,0.0,0.0,0.0,0.0,1,1,0,2.569783806504426,4.179390119364519,992
1,1,1,0,5.599,0,1,1,0,0,0,0,0,0,0,0,0.2006343370268988,0.0,0.0,0.0,0.0571812405935293,0.0,0.0,0.0,0.7421844223795717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.4823199738912334,4.696463216934457,728
1,0,0,0,4.022,0,1,1,0,0,0,0,0,0,0,0,0.1616359597543445,0.0,0.0171419704690969,0.0,0.0,0.0,0.0462318698549588,0.0,0.2951130275708873,0.0,0.0,0.4798771723507123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.3013843724175267,2.967487108113689,728
1,0,0,0,118.892,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7899127512871056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.212334551316447,11.302597467517758,273
1,0,0,0,6.415,1,0,0,1,1,1,0,0,0,0,0,0.0,0.1060896394933419,0.0,0.0,0.0975073075673919,0.0,0.0,0.5096784670347517,0.0,0.0,0.2122848327379019,0.0,0.0,0.0,0.0744397531666125,0.0,0.0,0.0,0.0,0.0,1,1,0,2.825536896557877,6.121571332453198,1754
1,1,1,0,9.668,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0990962447822195,0.5828785514570184,0.0561342088379497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327918194707368,0.0,0.0,0.0,0.0,0.1563948008332606,0.0,0.0,1,1,0,2.868864344945003,6.006510782646548,751
1,1,1,0,56.355,0,1,1,1,0,0,0,1,0,0,0,0.0753642592738441,0.5954713711900449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.191381290558808,5.383737895476308,712
1,1,1,0,24.322000000000006,0,1,1,1,0,0,0,1,0,0,0,0.0753642592738441,0.5954713711900449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.464533859980063,5.985446474782419,712
1,1,1,0,13.323,0,0,1,0,0,0,1,0,0,0,0,0.0,0.2503203008761777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6764547859150275,0.0732249132087948,0.0,0,0,0,1.6507717759270777,8.944050642944207,973
1,1,1,0,19.94,0,1,1,1,0,1,0,0,0,0,0,0.046967792615868,0.5438334642576592,0.0,0.0,0.0,0.0498664571877454,0.0,0.09827965435978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610526315789473,0.0,0.0,0.0,0.0,0,0,0,1.7769841836459008,11.298063997322686,1561
1,1,1,0,11.02,0,1,1,1,1,1,0,0,0,0,0,0.1898037848412652,0.0,0.0,0.0,0.3158715400856143,0.0,0.3451101167993493,0.0887907490266721,0.0,0.0,0.0604238092470991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8845936451309006,10.86080283121544,1395
1,0,0,0,138.628,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0720188531029065,0.0,0.0,0.0,0.8954595443833465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.3119747650208254,6.933532181566372,773
1,1,1,0,8.945,0,0,0,0,0,1,0,0,0,0,0,8.127438231469452e-05,0.0,0.0,0.0001699373448398,0.0004802577136776,2.216574063128032e-05,0.7744783662371443,0.2240513063009812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216574063128032e-05,0.0,0.0003029317886273,0.0,0.0,1,1,0,2.7915944634791403,6.891212193602602,784
