videos,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_images,n_ad,n_local_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,0,0,0,3.093,0,1,1,1,0,0,0,0,0,0,0.057618703453477,0.078628664802187,0.0,0.0355780410394997,0.0,0.0,0.0,0.6137824843666532,0.0,0.0,0.0635955126795084,0.0,0.0,0.1109009207177199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.2384731475268014,3.827923747736471,900
1,0,0,0,7.785,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.3594743816254416,0.0,0.0,0.0690757508833922,0.351264355123675,0.0,0.0330112632508833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871742491166077,0.0,0.0,0,0,0,2.820902582518332,5.639112389308884,634
1,0,0,0,10.496,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0467896873865249,0.0,0.2758591093651999,0.4221371273891659,0.0,0.0,0.082599940580332,0.0,0.0,0.0,0.1726141352787772,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.584745299843729,4.481679643457795,373
1,0,0,0,6.799,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0370860493301451,0.2036162337449637,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0391693144223525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.1208578976154293,4.827585472181622,635
1,0,0,0,12.48,0,1,1,0,0,0,0,0,0,0,0.0,0.0607123630238089,0.0,0.0,0.0,0.0,0.0410248395070304,0.7615036845365243,0.0,0.0,0.0346109094698087,0.0,0.0,0.0,0.0,0.0,0.1021482034628275,0.0,0.0,0.0,1,1,0,1.785741396902492,3.5774170262646416,642
1,1,1,0,51.06500000000001,0,0,0,0,0,0,0,0,0,0,0.0350485865724381,0.0690757508833922,0.0,0.0,0.0312555212014134,0.3244257950530036,0.0,0.3200088339222616,0.0,0.0897471289752649,0.0,0.0,0.0,0.0974271201413427,0.0,0.0330112632508833,0.0,0.0,0.0,0.0,1,0,1,1.793591124057025,4.648315878629489,647
1,1,0,1,8.693000000000001,0,0,0,1,0,1,0,0,0,0,0.0,0.6799911660777385,0.0,0.0,0.0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.5690946002130257,11.994441150485462,220
1,0,0,0,300.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0337740284224468,0.4877814502368537,0.0356712446454353,0.0,0.0,0.3457945040390421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.605648267484129,4.242319065820456,658
1,1,1,0,18.72600000000001,0,1,0,1,0,0,0,0,0,0,0.0500384785420725,0.2089084647334611,0.0,0.0,0.0,0.0,0.317745430332007,0.4233076263924594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.4856563686785464,8.488861204329146,1026
1,0,0,0,19.427,0,0,0,0,0,1,0,0,0,0,0.0,0.6799911660777385,0.0,0.0,0.0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.3615552463897123,6.961107402525705,672
1,1,1,0,1.4640000000000002,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.2049775319737297,0.0,0.1130503095245576,0.3902837570310782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021588159507274,0.0,0.0,0.0,1,1,0,-0.0491902441907717,5.253597158858127,672
1,1,1,0,34.754000000000005,0,0,0,0,0,1,0,0,0,0,0.0,0.2463780918727915,0.0330112632508833,0.0,0.0,0.0,0.0,0.6124061395759718,0.0,0.0,0.0391287544169611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.201526186533088,5.817355177807476,676
1,1,0,1,11.007,0,0,0,0,0,1,0,0,0,0,0.0,0.5466486307420494,0.0,0.0,0.0,0.0,0.0,0.3200088339222616,0.0,0.133342535335689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.544113763846416,5.037075971426736,676
1,1,0,1,0.93,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780889474960234,0.0,0.0,0.1158883810041924,0.0,0.0,0.0,0.1928614933386947,0.0,0.1546025982934285,0.054212913411901,0.0,0.0,0,0,0,1.2925329813054165,7.130116124061725,684
1,0,0,0,2.3360000000000003,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.2488326690718031,0.2352205558204604,0.0,0.0637601101204667,0.0,0.0,0.0,0.0,0.0,0.0,0.1587570062347617,0.0,0.0,0.2934296587525079,0.0,0.0,0,0,0,1.617207649698461,1.9406104159604096,684
1,1,0,1,0.307,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.1026216618591234,0.0,0.0727586768400483,0.0,0.0347713315343816,0.373988089699451,0.0,0.0,0.0412149902298315,0.0,0.0,0.0,0.2225970038150181,0.0,0.1520482460221457,0.0,0.0,0.0,1,1,0,1.9736642725256672,6.617751847593678,684
1,1,1,0,14.921,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0974271201413427,0.0,0.0642667844522968,0.124795715547703,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244257950530035,0.0,0.0,0.0,0,0,0,1.4367498046083838,6.049249847746669,686
1,0,0,0,106.077,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0974271201413427,0.0,0.0642667844522968,0.124795715547703,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244257950530035,0.0,0.0,0.0,1,1,0,2.7027696166582844,3.662432804098953,686
1,1,0,1,17.628,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.12404160849564,0.5119355503169843,0.0,0.3640228411873756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.402339926131038,4.438973915115632,695
1,1,1,0,15.379,0,0,1,0,0,0,0,0,0,0,0.0370860493301451,0.0,0.1543057420812995,0.0,0.4289036653673556,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.7001524289750694,6.957645789928902,709
1,0,0,0,15.931,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.1443518109540635,0.0,0.0,0.3340878975265017,0.5215602915194346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.5665304114228238,6.563550825672658,713
1,0,0,0,30.665000000000006,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.1866145606847779,0.0,0.2959398530657083,0.3640228411873756,0.0,0.0,0.0,0.0,0.0,0.0,0.0524569152953562,0.0,0.0,0.0,0.0,0.0,0,0,0,2.6634711577042425,3.684595290174885,713
1,0,0,0,10.498,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1963888140053901,2.658859956911438,713
1,1,0,1,21.462,0,1,0,1,1,0,0,0,0,0,0.0797406382525828,0.0,0.0,0.0,0.0,0.0,0.3340101190378727,0.4126537094951944,0.0,0.0,0.1426980826224354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.262777871155329,6.150321278938435,101
1,1,1,0,11.318,0,0,0,1,0,0,0,0,0,0,0.0,0.9025728798586572,0.0,0.0,0.0,0.0,0.0,0.0974271201413427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.9678114130084143,7.610295209233188,1724
1,1,0,1,12.073,0,0,0,1,0,1,0,0,0,0,0.0,0.5602970406360424,0.0506183745583038,0.0,0.0,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.372523521077548,11.595706058135477,718
1,1,1,0,2.249,0,1,0,1,1,0,0,1,0,0,0.1727914389799636,0.6628358378870673,0.000318761384335,4.553734061930788e-05,0.0,0.0,6.261384335154834e-05,0.0,6.261384335154834e-05,0.0521857923497268,0.07121470856102,0.0,0.0,0.0,0.0,0.0,0.0,9.107468123861576e-05,0.0,0.0,0,0,0,1.6597507263076894,7.753405067759369,663
1,0,0,0,20.607000000000006,0,0,0,0,0,1,0,0,0,0,0.0,0.6058138250883393,0.0,0.0,0.0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741773409893992,0.0,1,0,0,3.218515760052645,10.742372696477869,725
1,1,1,0,12.703,0,1,1,1,0,0,0,0,0,0,0.0544008496659379,0.4182196534647351,0.1089622466748175,0.0,0.0,0.0,0.0,0.357897076803379,0.0,0.025564076914527,0.0,0.0,0.0,0.0,0.0,0.0349560964766033,0.0,0.0,0.0,0.0,1,1,0,4.296945212304982,6.108669638008687,613
1,1,1,0,80.327,0,0,1,0,0,1,0,0,0,0,0.0,0.0662910675095809,0.0819614137377575,0.0415866880670836,0.0,0.0,0.6017950145763046,0.0,0.0,0.0,0.0370860493301451,0.0,0.0,0.0,0.0,0.0,0.171279766779128,0.0,0.0,0.0,0,0,0,3.480193387888653,4.322847062020806,731
1,1,1,0,120.573,0,0,0,1,0,0,0,0,0,0,0.0,0.8169059187279153,0.0506183745583038,0.0,0.0,0.0,0.0350485865724381,0.0,0.0,0.0974271201413427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.3559362684910403,6.134412712427247,404
1,1,0,1,9.779,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.376665681248989,0.5563500872931321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315761290934343,0.0,0.0,0.0,0.0,1,0,1,3.930903639191434,6.497652433174446,731
1,1,1,0,9.64,0,0,0,0,0,0,0,0,0,0,0.0312555212014134,0.824392667844523,0.1443518109540636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.474726614950271,7.08549468708228,731
1,1,1,0,6.852,0,0,0,0,0,0,0,0,0,0,0.0,0.695130300353357,0.0,0.0,0.0,0.0,0.0,0.2306923586572438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.838324938375376,4.496448472272143,731
1,1,1,0,2.5370000000000004,0,0,1,0,0,1,0,0,1,0,0.3788450255636577,0.0456922174297079,0.0266919401945803,0.0,0.0,0.0,0.0,0.3736871627241253,0.0,0.0,0.0,0.1750836540879285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.493618590390022,11.456743672903478,1660
1,1,1,0,10.921,0,0,1,1,0,0,0,0,0,0,0.0,0.3832107404757646,0.1095398855303165,0.0,0.0,0.0,0.0,0.4560063047755321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.50318811259139,8.277456227762457,1043
1,1,1,0,9.711,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0342102854004073,0.0,0.6341576453894215,0.0,0.0,0.3316320692101709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.2289449605449843,4.679070993827626,761
1,1,0,1,24.375,0,1,1,1,1,0,0,0,0,0,0.1670013130700519,0.6860997108890603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929158987464007,0.0,0.0,0.0,0.0,0.0539830772944868,0.0,0.0,0.0,0.0,1,1,0,3.7313401053027,4.123482563965423,975
1,0,0,0,300.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5811261423564478,0.0,0.0,0.4188738576435521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.972975286431375,10.57399323802522,792
1,1,1,0,48.222,0,0,1,0,0,1,0,0,0,0,0.0346109094698087,0.9414236840734246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.160992442419651,5.340073324788364,797
1,0,0,0,13.104,0,0,0,1,0,0,0,0,0,0,0.0,0.7224988957597173,0.0974271201413427,0.0,0.0,0.0,0.0,0.0,0.0,0.1800739840989399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.660701206371642,7.13051315593355,1260
1,0,0,0,4.628,0,0,1,0,0,1,0,0,0,0,0.0,0.1241303629086151,0.049853331176094,0.0,0.0,0.0,0.2484084498125311,0.447540395478239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880083288195445,0.0420591318049761,0.0,0.0,0.0,1,1,0,1.608437412100517,5.633109621361155,837
1,1,0,1,10.788,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.1020870141342756,0.0,0.1286826413427562,0.5351314045936396,0.0,0.0,0.0897471289752649,0.0,0.0,0.0,0.0,0.0,0.1443518109540635,0.0,0.0,0.0,0,0,0,-1.6766466621275504,4.768334407240351,840
1,0,0,0,15.648,0,0,1,0,1,0,0,0,0,0,0.0,0.6306078640710537,0.0,0.0,0.0,0.0,0.0,0.3291461281602799,0.0,0.0,0.0402460077686663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.231840688468288,5.774641603600861,1743
1,1,0,1,17.357,0,0,0,1,0,1,0,0,0,0,0.0,0.8362687720848058,0.1286826413427562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,1,1,0,4.130001239430135,9.88278630259954,853
1,1,1,0,4.743,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.053356612832824,0.0,0.1898152189727921,0.3373199476211262,0.0,0.0,0.0,0.0,0.0,0.0,0.1869576604103011,0.0,0.0329463116542994,0.0,0.0,0.0,1,1,0,2.7890770397445834,5.50174380690944,874
1,1,1,0,30.199,0,0,1,0,0,1,0,0,0,0,0.0,0.0855973009269874,0.0,0.0,0.0,0.0,0.0,0.3797045432211997,0.0,0.0,0.0271217530872284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075764027645844,0,0,0,2.092234363478588,10.482987421032956,877
1,1,1,0,11.278,0,0,1,0,0,1,0,0,0,0,0.0,0.0855973009269874,0.0,0.0,0.0,0.0,0.0,0.3797045432211997,0.0,0.0,0.0271217530872284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075764027645844,1,1,0,3.407808811249809,5.952916007995105,877
1,1,1,0,22.568,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0391693144223525,0.0,0.1942742965704739,0.171279766779128,0.0464279865046349,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271217530872284,0.0,0.0,0.0,0.0,1,0,1,2.868182952607016,5.495297624350651,882
1,1,1,0,18.407,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.1443518109540636,0.0,0.0897471289752649,0.3550574204946997,0.0,0.0,0.3795881183745583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,5.523850061584152,8.390334117851202,1754
1,1,1,0,2.056,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0620681886452387,0.0,0.0,0.0,0.0,0.3627215379993994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.676909627549113,5.032148875176542,891
1,0,0,0,1.749,0,0,0,1,0,0,0,0,0,0,0.0,0.5765956272084805,0.0,0.0,0.0312555212014134,0.0,0.0,0.3200088339222616,0.0,0.0721400176678445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.4168062370840686,8.418664838844373,1542
1,0,0,0,13.862,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1800739840989399,0.0312555212014134,0.0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0690757508833922,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0905801169708456,12.01737426393791,902
1,1,1,0,36.896,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0356561409786206,0.0,0.0,0.0,0.1599069684229358,0.379407818230611,0.0,0.0,0.0,0.0,0.0,0.4250290723678325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.681628227399744,10.483328735531702,903
1,1,1,0,30.307,0,0,1,0,0,0,0,0,0,0,0.0699282328742621,0.1461332945805759,0.0,0.0,0.0,0.0,0.0627515203004828,0.3239581470219997,0.0,0.0,0.0,0.0,0.0,0.3655875514219281,0.0,0.0,0.0,0.0316412538007512,0.0,0.0,1,1,0,1.971717123092665,3.8938183007733,903
1,0,0,0,1.4400000000000002,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8685242237347068,0.0,0.0,0.0961202996848223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3.78054664263976,10.365121598076843,904
1,1,1,0,15.821000000000002,0,0,1,0,0,1,0,0,0,0,0.0381199286219319,0.0,0.0,0.0,0.3426012592168614,0.0,0.0842463216726709,0.390289889229319,0.0,0.0,0.0,0.0,0.0,0.0,0.1044813305949293,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.2306718177350012,9.449223641471216,908
1,1,0,1,4.057,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.216336997609248,0.0,0.1021482034628276,0.0,0.0,0.3355156903947346,0.0,0.1041279544309952,0.0,0.0,0.2418711541021945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9234649356221554,2.6635408611162528,1416
1,1,1,0,9.973,0,1,1,1,0,0,0,0,0,0,0.1131300965724513,0.2360942299617688,0.0,0.0,0.0,0.0,0.1444443216724492,0.3202139179244658,0.0,0.069120019447084,0.0819263662681487,0.0,0.0,0.0,0.0,0.0,0.0,0.0350710481536319,0.0,0.0,1,1,0,2.117579938570889,4.063335375347756,642
1,1,1,0,24.655,0,0,1,0,0,1,0,0,0,0,0.0,0.1235481018048412,0.5924530774018149,0.0,0.0855973009269874,0.0,0.0271217530872284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171279766779128,0.0,0.0,0.0,1,1,0,2.755315393569324,6.165033326528605,940
1,1,1,0,11.498,0,0,0,0,0,0,0,0,0,0,0.0,0.0391287544169611,0.2417789310954063,0.0,0.1800739840989399,0.0,0.0,0.3200088339222616,0.0,0.0,0.0506183745583038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.118093640392942,4.370548512341433,940
1,0,0,0,61.44200000000001,0,0,0,0,0,0,0,0,0,0,0.0,0.0391287544169611,0.2417789310954063,0.0,0.1800739840989399,0.0,0.0,0.3200088339222616,0.0,0.0,0.0506183745583038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.780804877011122,7.740092934312904,940
1,1,1,0,7.602,0,0,1,0,0,0,0,0,0,0,0.0,0.3998533240931997,0.0,0.0,0.0,0.0,0.2101771548911031,0.389969521015697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,8.546974687306312,968
1,1,1,0,14.13,0,1,1,0,0,0,0,0,1,0,0.1946682773484152,0.0,0.043570771617225,0.0,0.0,0.0486430463848888,0.0,0.3978200886790123,0.0,0.0,0.0,0.2354043406042801,0.0,0.0388554092824687,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.8435609677913185,10.49674011328688,621
1,0,0,0,48.287000000000006,0,0,1,0,1,0,0,0,0,0,0.0,0.1845228630488607,0.0,0.2191695250210117,0.0,0.0,0.0235104377257342,0.3291461281602799,0.0,0.0,0.0710480884991935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.618563034600674,11.095223389647524,1507
1,1,1,0,14.117,0,0,0,0,0,0,0,0,0,0,0.0,0.166502871024735,0.0642667844522968,0.0,0.0,0.6444346289752652,0.0391287544169611,0.0,0.0,0.0,0.0506183745583038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.099979192897384,4.235757315172425,1275
1,0,0,0,22.025,0,0,0,0,0,1,0,0,0,0,0.0506183745583038,0.0,0.2134275618374558,0.0721400176678444,0.0,0.1800739840989399,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974271201413427,0.0,0.0,0.0,0,0,0,2.482487058269233,4.275276264727001,985
