knowledge_panel_rhs,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_people_also_ask,n_top_stories,n_twitter_cards,n_videos,n_images,n_ad,n_local_results,n_map_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,0,0,0,0.987,0,1,0,0,0,1,0,0,0,0,0,0.6396292675396846,0.0455825979572409,0.0,0.0,0.0,0.0,0.0,0.0,0.0266279039851809,0.1724639172605418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772402171396227,0.0,0.0,0,0,0,-0.1098148660072066,1.502520630088023,1409
1,0,0,0,1.115,0,1,0,0,0,0,0,1,0,0,0,0.2569782681581273,0.0,0.0,0.0,0.0,0.0,0.0,0.0364473162851656,0.0,0.0,0.0,0.0,0.0,0.0,0.0252369776585692,0.0,0.0,0.0,0.0905056539364197,0.0,0,0,0,3.695110003864572,6.277695567292448,1053
1,1,1,0,13.317,0,1,0,0,0,0,0,0,0,0,0,0.4758129011531335,0.0408689173393849,0.0,0.0,0.0,0.0,0.0484425517953204,0.0,0.0,0.0,0.3961803728032702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.533617445728493,7.795702090346997,1497
1,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0.5000828180212015,0.0,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3751214664310954,0.0,0,0,0,-0.2206466711156225,2.085920507777545,616
1,1,0,1,15.789,0,0,1,1,0,0,0,0,0,0,0,0.0815669011276455,0.2114614734357305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221424735899113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.6634711577042425,4.237058664421276,1501
1,1,1,0,5.581,0,0,0,0,0,0,0,0,0,0,0,0.0675321170247219,0.1220069092086795,0.0,0.1760498758501565,0.0,0.1258069739825111,0.0,0.0,0.0,0.0,0.0,0.0,0.1411259851020187,0.0,0.0,0.0,0.0,0.3451311670085286,0.0,0.0,1,1,0,1.7282870462724815,9.468385630643596,619
1,0,0,0,15.156,0,1,0,0,0,0,0,0,0,0,0,0.5849648820396719,0.0,0.0,0.0,0.0,0.0748668604800741,0.0,0.0,0.0,0.0,0.0,0.2137436002984383,0.0,0.0408294527772774,0.0,0.0266279039851809,0.0,0.0589673004193573,0.0,0.0,1,1,0,2.7685807008422425,9.825908100223218,619
1,1,1,0,14.476,0,0,0,0,0,0,0,0,0,0,0,0.0350485865724381,0.0,0.3244257950530035,0.0,0.1304383833922261,0.0,0.0,0.0,0.0,0.0,0.1003312720848056,0.0,0.0,0.0,0.0,0.3706272084805654,0.0,0.0,0.0,0.0,0,0,0,2.5557533574139506,3.0653049769059515,621
1,0,0,0,12.880999999999998,0,0,0,0,0,0,0,0,0,0,0,0.0350485865724381,0.0,0.3244257950530035,0.0,0.1304383833922261,0.0,0.0,0.0,0.0,0.0,0.1003312720848056,0.0,0.0,0.0,0.0,0.3706272084805654,0.0,0.0,0.0,0.0,1,1,0,3.5805701506070853,10.264854297741651,621
1,1,1,0,3.929,0,0,0,1,1,0,0,0,0,0,0,0.0,0.2800874446723523,0.5564395984022457,0.0,0.0,0.0,0.0,0.0,0.0,0.0223469718233833,0.1411259851020188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.065538147797954,4.012212172683482,1161
1,1,1,0,22.792,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.8998247998297121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.09013417121858,4.1311585353448175,819
1,0,0,0,1.218,0,1,0,0,0,0,0,1,0,0,0,0.2854467674279246,0.0,0.1850489380118516,0.0,0.4823889739663095,0.0471153205939143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.0261726128004955,4.708556754693904,1516
1,1,1,0,12.614,0,0,0,1,0,1,0,0,0,0,0,0.1894672495756444,0.1426980826224354,0.1022110152331362,0.0,0.0963109721153374,0.0,0.0,0.0,0.0,0.0,0.384627140198342,0.0,0.0846855402551044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.5517082332672034,9.65730410963548,622
1,1,0,1,9.047,0,0,0,0,0,0,0,0,0,0,0,0.4218529151943463,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690757508833922,0.3706272084805654,0.0,0.0,0.0,0.0,0.0,0.0,0.0391287544169611,0.0642667844522968,1,0,1,1.7637028714455298,4.086513983106912,463
1,1,1,0,9.891,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.3890845848056538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6109154151943462,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.9677440134630708,5.778991982753523,622
1,1,1,0,8.325000000000001,0,0,0,0,0,1,0,0,0,0,0,0.5261621965344175,0.0,0.0,0.0,0.0,0.1591249744509799,0.2486260304771421,0.0,0.0,0.0,0.0339461313106079,0.0,0.0,0.0,0.0,0.0,0.0,0.0321406672268526,0.0,0.0,0,0,0,2.7326777709269403,6.406044653778072,622
1,0,0,0,15.612,0,0,1,1,1,0,0,0,0,0,0,0.0797406382525828,0.5862492427095445,0.0,0.0,0.0,0.0,0.0,0.0826715569891768,0.0,0.0,0.2513385620486958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.177361948239968,4.670957926526095,1399
1,0,0,0,50.33000000000001,0,1,1,1,0,0,0,0,0,0,0,0.1533902196144373,0.1083582285349695,0.0,0.0,0.0,0.1559006100069766,0.0,0.0,0.0,0.3878702229536741,0.1944807188899424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.8216418437099249,8.695685760316659,1364
1,1,0,1,1.351,0,0,0,0,0,0,0,0,0,0,0,0.3583959899749374,0.2972431077694236,0.0,0.0,0.0,0.0,0.0515926179084074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544907723855092,0.2382775119617225,1,0,1,0.6135627012171029,3.507567387613156,463
1,1,1,0,15.991,0,0,0,0,0,0,0,0,0,0,0,0.3913295018529738,0.0,0.0,0.0386804861941173,0.0,0.0,0.3553561584770138,0.0,0.0,0.0,0.0963109721153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.8112298213913967,10.60356188488366,622
1,0,0,0,8.086,0,0,0,0,0,1,0,0,0,0,0,0.0648224117456547,0.0,0.0382543452445211,0.8745762711864409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,4.059649592425214,9.155273757033928,819
1,0,0,0,26.053,0,1,1,0,1,0,0,0,0,0,0,0.3462296389110377,0.5014580248319854,0.0,0.0,0.0235789953297641,0.0,0.0,0.0,0.0,0.0361544595056383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403633671260963,0.0,0.0,0,0,0,0.1897935716326556,13.140797559001728,557
1,0,0,0,63.87500000000001,0,1,1,0,1,0,0,0,0,0,0,0.3462296389110378,0.4103827315183961,0.0,0.0,0.0235789953297641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340528534001594,0.0,0.0,1,0,0,2.1753197419481696,12.54186965423632,65
1,1,0,0,34.309000000000005,0,0,0,0,0,0,1,0,0,0,0,0.0148851148851148,0.0,0.20060991639939,0.0,0.0,0.5617014564382987,0.0,0.0,0.2117671801882328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.948797886364777,5.635699903006319,623
1,1,1,0,6.8690000000000015,0,0,0,0,0,1,0,0,0,0,0,0.3244257950530036,0.0,0.642562941696113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.882057107208836,4.416476369403108,623
1,0,0,0,40.03100000000001,0,0,0,0,0,1,0,0,0,0,0,0.3244257950530036,0.0,0.642562941696113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.9270185352317448,4.642494872048245,623
1,1,0,1,13.319,0,1,0,0,1,1,0,0,0,0,0,0.3397606791748406,0.3483733226024602,0.0,0.0354789490451199,0.0,0.0,0.0,0.1461243104575711,0.0,0.0,0.0316393085293673,0.0,0.0,0.0986234301906407,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.98156772461914,4.433598640217869,623
1,1,1,0,214.165,0,0,0,0,0,0,0,0,0,0,0,0.0,0.043443346492411,0.0,0.0,0.0,0.0766924944216952,0.0,0.0,0.0,0.7195951744599466,0.160268984625947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.7715256573865164,3.736025410170879,626
1,0,0,0,2.367,0,1,1,1,1,0,0,0,0,0,0,0.0983188964153775,0.4172469948610063,0.3672701235005989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792773725865422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.3188288014486176,10.99239153439422,1088
1,0,0,0,10.655,0,1,1,0,0,0,0,1,0,0,0,0.1032517703669712,0.0351034936068359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262919648282961,0.5987250877432319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.641394687542193,8.79322501246829,1609
1,0,0,0,61.49100000000001,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0464279865046349,0.4604605457106359,0.0,0.0,0.0,0.0,0.0,0.377509908611484,0.0,0.0,0.0,0.0,0.1156015591732451,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.3700162641785805,5.422232672453596,632
1,0,0,0,0.0409999999999999,0,1,0,0,0,0,0,0,0,0,0,0.0218895701726576,0.0,0.9343390215802864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043771408247056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.312040251764801,3.326653417041632,289
1,1,1,0,11.658,0,1,0,0,0,0,0,0,0,0,0,0.3304738761952911,0.4423841131605699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498393593946213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.578153622394334,4.450899498960257,1501
1,1,1,0,1.987,0,0,0,0,0,1,0,0,0,0,0,0.3352045773507504,0.5770538702364244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.2870263594612217,5.321579688467514,616
1,1,1,0,4.846,0,1,0,0,0,0,0,0,0,0,0,0.3304738761952911,0.4423841131605699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498393593946213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.103768233670894,7.064273439827577,1501
1,0,0,0,300.0,0,1,1,0,0,1,0,1,0,0,0,0.0982692128054232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7563686830270762,0.1177389006765683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,5.703782474656201,7.926789946251764,571
1,1,1,0,25.242,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3108546819787986,0.0703842756183745,0.0,0.0330112632508833,0.0,0.0,0.0,0.0,0.0350485865724381,0.0506183745583038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.799231484066756,6.463308669107367,634
1,1,1,0,8.322000000000001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1547427120141341,0.5330940812720849,0.0,0.0,0.0,0.0,0.0,0.0,0.0391287544169611,0.2417789310954063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.329421746947605,5.812586056154224,634
1,1,1,0,9.649,0,0,0,0,0,0,0,0,0,0,0,0.0350485865724381,0.1304383833922261,0.1509496466431095,0.0,0.0391287544169611,0.0,0.0,0.0,0.5000828180212016,0.0,0.1443518109540636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8603550995438519,4.560936126990842,1307
1,0,0,0,29.493,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0398208706987615,0.0,0.0,0.0991504281572382,0.0,0.0,0.0,0.0,0.0,0.0,0.739217404985054,0.0,0.0,0.0,0.0,0.0,1,1,0,3.295725748719921,3.386489752789881,637
1,0,0,0,40.617,0,1,0,0,1,1,0,0,0,0,0,0.4318287066814171,0.0,0.0,0.0,0.0,0.0,0.0,0.1681610023411973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.173614711697086,5.686931287572196,1726
1,0,0,0,5.287000000000001,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6189055185828654,0.1772688180732001,0.0,0.0,0.2038256633439344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.172362505944072,4.98595318145076,1136
1,0,0,0,8.014000000000001,0,1,0,0,1,0,0,0,0,0,0,0.0986776094059532,0.0,0.0364107643623453,0.1045498983765983,0.6202372070287376,0.0266279039851809,0.0,0.1134966168411845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3.5191878032200035,8.551457024126886,1687
1,0,0,0,5.775,0,1,1,0,0,0,0,0,0,0,0,0.1788788172137639,0.0,0.0,0.0,0.0,0.2149256358356066,0.0,0.0,0.0,0.2245651089794362,0.0,0.0415793951127929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.443303099932925,9.473882480973922,1753
1,1,1,0,14.455,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.6799911660777385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.1657339102448487,4.097240365334127,642
1,0,0,0,4.738,0,1,0,0,0,0,0,0,0,0,0,0.5100530963067267,0.0704567455777523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844113937047141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.719605401721575,9.471187255033332,580
1,0,0,0,27.499,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8977527078134246,0.0384560961177287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.278497297464956,9.1764794056838,642
1,0,0,0,8.117,1,0,0,0,0,0,0,0,0,0,0,0.0343973977285256,0.0,0.0,0.0,0.0,0.4986933509758519,0.0,0.0,0.2558826772521778,0.2110265740434448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.0088849482167017,5.851158831915179,1724
1,1,1,0,8.816,1,0,0,0,0,0,0,0,0,0,0,0.0343973977285256,0.0,0.0,0.0,0.0,0.4986933509758519,0.0,0.0,0.2558826772521778,0.2110265740434448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.879086091434671,6.119679645750794,1724
1,1,1,0,17.798000000000005,1,0,0,0,0,0,0,0,0,0,0,0.0343973977285256,0.0,0.0,0.0,0.0,0.4986933509758519,0.0,0.0,0.2558826772521778,0.2110265740434448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.235260854117524,10.685514760986257,1724
1,1,1,0,20.703000000000007,1,0,1,0,0,0,1,0,0,0,0,0.0148851148851148,0.2563121089436878,0.0,0.0,0.0,0.0,0.0,0.0,0.4930753457069248,0.2246910983753089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.951100949408397,7.402238693294024,513
1,0,0,0,7.893000000000002,0,1,0,0,1,1,0,0,0,0,0,0.0166921185606216,0.0,0.0,0.0,0.5410050648286272,0.0,0.0,0.0540562850454891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.823716244336147,9.945919690080093,1710
1,0,0,0,9.003,0,1,1,0,1,0,0,0,0,0,0,0.2274719274173222,0.0418568508302763,0.187715269804822,0.0,0.0,0.0,0.0,0.0875850578253199,0.0,0.0,0.0,0.0,0.4057573296743301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.6270570418926784,3.4037275115157803,653
1,0,0,0,24.502,0,1,1,0,0,1,0,0,0,0,0,0.404189867211166,0.14720283712714,0.0,0.4208002256805679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027807069981126,0.0,0.0,0.0,0.0,0,0,0,1.5537137636617389,7.412657192167538,873
1,0,0,0,1.167,0,0,1,0,0,0,0,0,0,0,0,0.3352045773507503,0.6647954226492496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,7.460518498753575,1753
1,0,0,0,90.349,0,0,1,0,0,0,0,0,0,0,0,0.3352045773507504,0.4010039943862679,0.0,0.0,0.2637914282629817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.678399733158552,10.151689815272013,1659
1,1,1,0,27.616000000000003,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0386804861941174,0.0,0.1780110141415465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.993584559070952,4.69866052907543,661
1,0,0,0,9.372,0,1,0,1,1,0,0,0,0,0,0,0.0539830772944868,0.0,0.0417297195447238,0.0373783349329627,0.0,0.0,0.0,0.1539471592347686,0.0,0.0,0.2657112070234527,0.0,0.0,0.0,0.4472505019696051,0.0,0.0,0.0,0.0,0.0,0,0,0,2.054251930606176,10.53445633135106,1149
1,0,0,0,6.542999999999999,0,1,0,0,0,0,0,0,0,0,0,0.3629770971617442,0.5717392131600264,0.0307744997309066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.1417118674059608,3.786641171896432,1140
1,0,0,0,10.795,0,1,0,0,0,1,0,0,0,0,0,0.4540011703084193,0.0295431515549402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654230950376068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400459560135299,0.0505730229637346,0,0,0,5.703782474656201,6.851861946941597,642
1,0,0,0,30.645000000000003,0,1,0,0,0,0,0,0,0,0,0,0.6213555377157122,0.0,0.0,0.0,0.0,0.0656609973302465,0.0179414894610084,0.0,0.0,0.2941831737082189,0.0,0.0,9.334802008849403e-05,0.0,0.0,0.0,0.0,0.0,0.0007218913553508,0.0,0,0,0,5.703782474656201,10.298631412676542,663
1,1,1,0,20.655,0,1,1,0,0,0,0,0,0,0,0,0.0158224487628755,0.4445375943841763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5062233474734944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.8927577979261616,5.202841172964187,995
1,1,1,0,11.044,0,0,1,1,0,0,0,0,0,0,0,0.0648477229576976,0.1633945338568744,0.1355154449841954,1.5519997516800408e-05,0.0024573329401599,0.383938871903114,8.277332008960219e-05,0.0,0.0810195603702036,0.0,0.1687282396701484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.9774088161146843,4.225036510771398,663
1,0,0,0,4.0760000000000005,0,1,0,0,0,0,0,0,0,0,0,0.0153899679806034,0.0,0.0,0.0,0.0385265641393631,0.8282314311963512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.766954350309084,5.241260124060682,318
1,0,0,0,6.279000000000001,0,1,0,0,0,0,0,0,0,0,0,0.0153899679806034,0.0,0.0,0.0,0.0385265641393631,0.8282314311963512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,4.527035656583856,6.87214053649483,318
1,0,0,0,300.0,0,1,0,1,1,0,0,0,0,0,0,0.3462296389110377,0.0,0.0,0.0235789953297641,0.0,0.0,0.263287390363367,0.3346622622166534,0.0,0.0,0.0322417131791775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8228587870816026,11.840393672424996,688
1,1,1,0,9.783,0,1,0,0,1,0,1,1,0,0,0,0.2076477445128487,0.0,0.3395092462965025,0.0350228741132986,0.0122952020009722,0.0,0.1276147073812215,0.0537029118365481,0.0,0.0,0.0,0.0,0.0,0.0,0.191047171634928,0.0,0.0,0.0,0.0,0.0,1,1,0,1.6430660934140844,3.56634452105526,672
1,1,1,0,9.176,0,0,0,0,0,0,0,0,0,0,0,0.1077672075494353,0.0346470617130318,0.0,0.0,0.7379693154094282,0.0,0.0,0.0,0.0,0.0386804861941173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.1740696707586182,3.2538181680657647,673
1,0,0,0,3.14,0,1,1,0,0,0,0,0,0,0,0,0.1187267454769322,0.3036191270765069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5776541274465609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.1590800354351996,3.652033917993114,552
1,1,1,0,19.047,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.1392453944528995,0.1484735252027349,0.6120720986756922,0.0,0.0,0.1002089816686732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.594433474315242,3.865937181232792,675
1,1,1,0,6.9860000000000015,0,1,0,0,0,0,0,0,0,0,0,0.5591602562453369,0.0,0.0,0.0,0.0,0.440839743754663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.027182489827239,9.184471950893858,675
1,0,0,0,31.227,0,0,1,0,1,0,0,0,0,0,0,0.0614947139761705,0.3176089816012531,0.0,0.0,0.0,0.0,0.0,0.0346470617130318,0.0,0.0,0.2699065053296874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.476286267494389,8.520602572864632,1577
1,1,1,0,13.365,0,0,0,0,0,0,0,0,0,0,0,0.0741773409893992,0.0,0.6621190371024736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800739840989399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330112632508833,1,1,0,3.0440461338325417,4.330180555950271,680
